1705938990,58256470516
1705939050,58256456523
1705939110,58256450753
1705939170,58256439083
1705939230,58256454079
1705939290,58256453906
1705939350,58259526643
1705939410,58259532917
1705939470,58259532847
1705939530,58259532963
1705939590,58259530790
1705939650,58259530450
1705939710,58259526197
1705939770,58259533047
1705939830,58259533087
1705939890,58259533047
1705939950,58259530670
1705940010,58259532287
1705940070,58259533063
1705940130,58259532590
1705940190,58259532810
1705940250,58263444490
1705940310,58263444780
1705940370,58263444237
1705940430,58263436383
1705940490,58263428823
1705940550,58263444393
1705940610,58263441147
1705940670,58263439893
1705940730,58263444557
1705940790,58263440520
1705940850,58263443793
1705940910,58263444017
1705940970,58263435737
1705941030,58263444427
1705941090,58263450100
1705941150,58265293882
1705941210,58265295699
1705941270,58265294622
1705941330,58265274942
1705941390,58265295742
1705941450,58265276492
1705941510,58265293659
1705941570,58265284009
1705941630,58265284552
1705941690,58265287805
1705941750,58265296162
1705941810,58265292902
1705941870,58265293179
1705941930,58265290192
1705941990,58265279489
1705942050,58266292166
1705942110,58266295296
1705942170,58266295166
1705942230,58266295209
1705942290,58266295216
1705942350,58266295311
1705942410,58266294163
1705942470,58266294836
1705942530,58266295146
1705942590,58266293956
1705942650,58266295371
1705942710,58266288066
1705942770,58266294769
1705942830,58266295526
1705942890,58266285369
1705942950,58267794589
1705943010,58267793042
1705943070,58267780052
1705943130,58267794259
1705943190,58267800052
1705943250,58267787429
1705943310,58267788572
1705943370,58267792925
1705943430,58267791542
1705943490,58267792517
1705943550,58267793342
1705943610,58267794232
1705943670,58267759052
1705943730,58267785122
1705943790,58267794625
1705943850,58270109504
1705943910,58270102391
1705943970,58270106024
1705944030,58270044084
1705944090,58270115164
1705944150,58270116417
1705944210,58270096617
1705944270,58270114251
1705944330,58270111291
1705944390,58270117104
1705944450,58270073919
1705944510,58270116399
1705944570,58270032084
1705944630,58270103887
1705944690,58270100899
1705944750,58271265077
1705944810,58271267153
1705944870,58271247760
1705944930,58271266767
1705944990,58271267153
1705945050,58271261733
1705945110,58271266587
1705945170,58271267557
1705945230,58271258840
1705945290,58271266767
1705945350,58271258143
1705945410,58271235710
1705945470,58271267513
1705945530,58271257347
1705945590,58271230710
1705945650,58272330723
1705945710,58272335706
1705945770,58272321189
1705945830,58272312546
1705945890,58272305816
1705945950,58272334576
1705946010,58272336396
1705946070,58272335376
1705946130,58272313516
1705946190,58272336746
1705946250,58272300126
1705946310,58272335116
1705946370,58272326839
1705946430,58272337106
1705946490,58272336243
1705946550,58274146537
1705946610,58274113889
1705946670,58274107144
1705946730,58274139344
1705946790,58274144117
1705946850,58274140944
1705946910,58274157044
1705946970,58274107694
1705947030,58274151449
1705947090,58274151264
1705947150,58274140324
1705947210,58274131834
1705947270,58274150461
1705947330,58274145964
1705947390,58274150494
1705947450,58275324404
1705947510,58275293004
1705947570,58275318074
1705947630,58275317294
1705947690,58275300454
1705947750,58275312744
1705947810,58275317194
1705947870,58275317624
1705947930,58275317844
1705947990,58275276434
1705948050,58275300204
1705948110,58275318331
1705948170,58275318401
1705948230,58275305151
1705948290,58275318297
1705948350,58276034791
1705948410,58276035187
1705948470,58276035027
1705948530,58276035084
1705948590,58276035527
1705948650,58276034921
1705948710,58276034591
1705948770,58276033901
1705948830,58276034254
1705948890,58276012237
1705948950,58276031817
1705949010,58275984304
1705949070,58276033994
1705949130,58276031814
1705949190,58276034351
1705949250,58276771797
1705949310,58276770441
1705949370,58276771191
